등록번호,대표자,상호,소재지,전화번호,구
41113-2024-00048,박소영,정원매탄권선역공인중개사사무소,경기도 수원시 권선구 세권로316번길 15 상가동 107호(권선동),031-233-0091,권선구
41113-2025-00054,임상미,정원매탄권선역합동공인중개사사무소,"경기도 수원시 권선구 세권로316번길 15 상가동, 107호",-,권선구
41113-2022-00077,석진영,제이공인중개사사무소,경기도 수원시 권선구 세지로112번길 27 1층(권선동),031-223-2482 - - 070-8287-1935 031-223-2484 - 031-223-2485,권선구
41113-2024-00026,김우정,제이디부동산중개법인주식회사,경기도 수원시 권선구 경수대로 368 301호(권선동),,권선구
가3680-2427,김경희,제일공인중개사사무소,경기도 수원시 권선구 경수대로302번길 7 (권선동),031-222-9967,권선구
나3680-627,양홍석,제일신용부동산중개사무소,경기도 수원시 권선구 정조로 431-2 (세류동),031-237-6037,권선구
가3680-3072,고근수,조아공인중개사사무소,경기도 수원시 권선구 정조로 394-1 (세류동),031-221-3303,권선구
41113-2020-00031,이경숙,주공플러스공인중개사사무소,경기도 수원시 권선구 덕영대로1323번길 25-8 상가동 101호(권선동),031-237-0011,권선구
41113-2021-00135,윤성덕,주식회사산업단지부동산중개법인,경기도 수원시 권선구 서부로 1529 2층(고색동),031-294-3301,권선구
41113-2022-00037,최효원,주식회사효원부동산중개법인,"경기도 수원시 권선구 오목천로152번길 60 107호(고색동, 고색리치아노)",031-222-0844,권선구
41113-2020-00090,유재욱,중앙공인중개사사무소,경기도 수원시 권선구 고현로25번길 48 1층(고색동),031-293-0923,권선구
41113-2024-00042,조재봉,중앙공인중개사사무소,경기도 수원시 권선구 구운로63번길 1 1층,-,권선구
가3680-1494,김용찬,중앙부동산공인중개사사무소,경기도 수원시 권선구 세권로 190 (권선동),031-224-4744,권선구
가3680-2873,임광운,즐겨찾기공인중개사사무소,경기도 수원시 권선구 정조로 425 101호(세류동),031-226-8925,권선구
가3680-3007,구영서,지구촌공인중개사사무소,경기도 수원시 권선구 권선로 555 (세류동),031-898-9070,권선구
가3680-2714,박지아,지아공인중개사사무소,경기도 수원시 권선구 경수대로277번길 17 (세류동),224-7733,권선구
41113-2020-00015,김유나,지오공인중개사사무소,경기도 수원시 권선구 효원로256번길 7 지오베르크 103호(권선동),031-222-6060,권선구
41113-2023-00009,공진희,진부동산공인중개사사무소,경기도 수원시 권선구 곡반정로 160 107-2호,-,권선구
41113-2021-00126,정희철,착한부동산공인중개사사무소,경기도 수원시 권선구 서수원로523번길 30-27 101호(금곡동),031-294-5544,권선구
41113-2025-00048,김정현,찬스공인중개사사무소,"경기도 수원시 권선구 하탑로 17-1 , 5층 508호",-,권선구
41113-2023-00048,김민정,참누리유성공인중개사사무소,경기도 수원시 권선구 서둔로 270-6 상가동 105호(서둔동),031-295-6682,권선구
가3680-2412,신향미,참조은공인중개사사무소,경기도 수원시 권선구 구운로 82 (구운동),031-237-8008,권선구
41113-2016-00115,한현희,창한부동산중개법인주식회사,경기도 수원시 권선구 하탑로 1 101호 (탑동),031-295-8980,권선구
41113-2016-00127,이현복,천재공인중개사사무소,경기도 수원시 권선구 세류로 3-1 (세류동),031-233-8800,권선구
41113-2016-00089,강성운,천조공인중개사사무소,경기도 수원시 권선구 금곡로 235 로얄팰리스2차 제비119호,031-295-7773,권선구
41113-2015-00088,나상동,천지연공인중개사사무소,경기도 수원시 권선구 서부로 1555 (고색동),031-292-5700,권선구
가3680-2176,김진귀,청광씨즈더원공인중개사사무소,경기도 수원시 권선구 경수대로 408 101호(권선동),031-235-0095,권선구
가3680-1712,신은심,청구공인중개사사무소,경기도 수원시 권선구 수성로35번길 60 (구운동),298-3355,권선구
가3680-2179,조은숙,청구공인중개사사무소,"경기도 수원시 권선구 오목천로39번길 8 상가동 101호 (오목천동,청구1차아파트)",031-298-6009,권선구
가3680-3011,이상윤,청구원공인중개사사무소,"경기도 수원시 권선구 수성로35번길 60 상가동 106호 (구운동,일월청구아파트)",031-292-4888,권선구
41113-2024-00060,정경일,청담공인중개사사무소,경기도 수원시 권선구 장다리로 82 101호,031-222-1121,권선구
41113-2025-00037,송윤희,청송548-4789공인중개사사무소,"경기도 수원시 권선구 수원천로 119 , 1층(세류동)",031-548-4789  -  -,권선구
41113-2018-00017,전미자,최고스타클래스공인중개사사무소,"경기도 수원시 권선구 금곡로140번길 73 상가1동 102호(호매실동, 극동스타클래스)",031-293-0038,권선구
41113-2022-00021,송향선,칠보산공인중개사사무소,경기도 수원시 권선구 금호로 59 1층(금곡동),031-227-2425,권선구
41113-2022-00052,유원선,카카오공인중개사사무소,"경기도 수원시 권선구 세화로154번길 7-10 103동 138호(서둔동, 수원역 한라비발디 퍼스트)",031-548-1088,권선구
41113-2021-00041,김규영,캐슬공인중개사사무소,경기도 수원시 권선구 동수원로146번길 293 1층(곡반정동),031-226-6003,권선구
41113-2021-00090,이영순,캐슬합동공인중개사사무소,경기도 수원시 권선구 동수원로146번길 293 102호(곡반정동),031-226-6003,권선구
41113-2024-00034,함정윤,캐치부동산공인중개사사무소,경기도 수원시 권선구 세권로 156 201호,031-234-5777 031-8067-8411 031-8067-8412 031-8067-8413 031-8064-8414,권선구
41113-2025-00003,원설아,커넥트부동산중개,경기도 수원시 권선구 서수원로 92 3층(오목천동),031-546-8919  070-8211-1939  070-8211-1949  070-8211-1959  070-2511-1969,권선구
41113-2021-00030,표준혁,코리아공인중개사사무소,경기도 수원시 권선구 곡반정로65번길 9-3 103호(곡반정동),031-225-7009,권선구
가3680-2814,이귀선,코리아부동산공인중개사사무소,"경기도 수원시 권선구 산업로 198 102호(고색동, 수원델타원)",031-227-4480,권선구
가3680-2305,최정자,코오롱공인중개사사무소,경기도 수원시 권선구 일월천로16번길 39 (구운동),298-3200,권선구
가3680-2801,정소라,큰사랑부동산공인중개사사무소,경기도 수원시 권선구 탑동로58번길 19 (탑동),031-293-2003,권선구
41113-2016-00118,김영민,클로버공인중개사사무소,경기도 수원시 권선구 서부로 1610 201호 (고색동),031-227-6400,권선구
41113-2021-00141,김영근,키움공인중개사사무소,경기도 수원시 권선구 벌터로3번길 6 (서둔동),031-308-8245,권선구
가3680-2079,박병옥,키움공인중개사사무소,경기도 수원시 권선구 곡반정로97번길 22 (곡반정동),031-222-9899,권선구
41113-2017-00200,김문기,탑공인중개사사무소,"경기도 수원시 권선구 매송고색로533번길 7 상가동 104호(오목천동, 태산아파트)",031-291-1184,권선구
가3680-1595,정병선,탑동114공인중개사사무소,경기도 수원시 권선구 탑동로47번길 1 (탑동),031-296-0114,권선구
41113-2020-00055,김문선,탑동1번지공인중개사사무소,경기도 수원시 권선구 서둔로 271 203호(탑동),031-295-2454,권선구
가3680-2607,정병환,탑동1번지합동공인중개사사무소,경기도 수원시 권선구 서둔로 271 203호(탑동),031-295-2454,권선구
가3680-1428,정병영,탑동부동산공인중개사사무소,경기도 수원시 권선구 탑동로 35 (탑동),031-295-0114,권선구
41113-2016-00139,김윤옥,탑삼성공인중개사사무소,경기도 수원시 권선구 탑동로 60,031-296-4944,권선구
41113-2023-00081,정다운,탑스피드공인중개사사무소,경기도 수원시 권선구 서둔로 223 1층(탑동),-,권선구
가3680-2527,이원구,태경공인중개사사무소,"경기도 수원시 권선구 매송고색로691번길 9 106호 (고색동,고색2차태산아파트상가동)",031-304-1070,권선구
41113-2021-00096,오광일,태광공인중개사사무소,"경기도 수원시 권선구 권선로381번길 13 103,104호(서둔동, JS TOWER)",031-258-4985,권선구
가3680-2865,신영모,태린공인중개사사무소,경기도 수원시 권선구 당진로15번길 19-9 104호(당수동),031-415-2001,권선구
41113-2017-00015,이황우,태백공인중개사사무소,경기도 수원시 권선구 세지로5번길 4 (세류동),031-8002-3799,권선구
41113-2024-00097,김정순,태산우리공인중개사사무소,경기도 수원시 권선구 매송고색로673번길 11 상가동 101호,-,권선구
41113-2024-00031,임상균,태양공인중개사사무소,경기도 수원시 권선구 매송고색로506번길 17 상가동 204호,-,권선구
41113-2019-00065,최광정,태영공인중개사사무소,경기도 수원시 권선구 세권로42번길 14 102호(세류동),031-222-8373,권선구
가3680-871,이계자,태일공인중개사사무소,경기도 수원시 권선구 덕영대로1145번길 59 (세류동),031-235-0067,권선구
41113-2022-00104,정택원,토마토공인중개사사무소,경기도 수원시 권선구 금곡로 5-42 1층(금곡동),031-291-2005  -,권선구
41113-2025-00049,이성희,토우공인중개사사무소,"경기도 수원시 권선구 동수원로25번길 42-25 , 1층",-,권선구
41113-2021-00122,김지영,토지방공인중개사사무소,경기도 수원시 권선구 세권로 18 (세류동),031-239-0085,권선구
41113-2024-00088,김주희,통큰부동산중개,경기도 수원시 권선구 금곡로102번길 56 스카이빌딩 6층,-,권선구
가3648-01-265,김순자,파워공인중개사사무소,경기도 수원시 권선구 금호로15번길 15 (금곡동),295-8484,권선구
41113-2023-00005,김상복,파이공인중개사사무소,경기도 수원시 권선구 권중로 31 상가동 202호,031-233-8959,권선구
41113-2017-00105,송해상,판다부동산공인중개사사무소,경기도 수원시 권선구 금호로 83-8 110호(금곡동),031-296-1114,권선구
가3680-2910,조관원,팔구사공인중개사사무소,"경기도 수원시 권선구 정조로 570 ,1층 101호(세류동)",031-898-8944,권선구
41113-2021-00155,조서윤,팔달드림공인중개사사무소,"경기도 수원시 권선구 효원로 90 , 101호(세류동)",031-234-3700,권선구
41113-2021-00131,이동환,팰리스공인중개사사무소,"경기도 수원시 권선구 금곡로 229 119호(금곡동, 로얄팰리스3차)",031-295-8854,권선구
가3680-1291,양인석,평동공인중개사사무소,경기도 수원시 권선구 평동로 121 (평동),031-296-0088,권선구
41113-2017-00027,박내영,평동합동공인중개사사무소,경기도 수원시 권선구 평동로 121 (평동),031-296-0089,권선구
41113-2017-00056,정현주,푸르지오정여사공인중개사사무소,경기도 수원시 권선구 서수원로183번길 7 1층 (오목천동),031-292-0020,권선구
41113-2019-00058,라오미,풍성공인중개사사무소,"경기도 수원시 권선구 금호로15번길 15 상가동 1층102호(금곡동, 신미주아파트)",031-294-4600,권선구
41113-2024-00003,기수희,풍전공인중개사사무소,경기도 수원시 권선구 정조로 622 101호(세류동),031-232-7777,권선구
41113-2023-00047,정설,프라임공인중개사사무소,"경기도 수원시 권선구 세지로 32 , 1층 (세류동)",031-234-0436,권선구
41113-2019-00010,장수창,프라자 공인중개사사무소,"경기도 수원시 권선구 동수원로 218-39 114호(권선동, 권선종합프라자)",031-233-3322,권선구
41113-2022-00049,최두성,프렌즈공인중개사사무소,"경기도 수원시 권선구 경수대로384번길 60 204-1호(권선동, SONOHEIM)",031-273-9057,권선구
41113-2023-00032,이해정,플러스공인중개사사무소,"경기도 수원시 권선구 호매실로90번길 27 , Good프라임2 101호(호매실동)",-8527,권선구
가3680-2129,김정환,피오레공인중개사사무소,경기도 수원시 권선구 곡선로49번길 24-1 (곡반정동),224-7272,권선구
가3680-2364,김정숙,하나공인중개사사무소,경기도 수원시 권선구 동수원로146번길 192-21 (곡반정동),031-224-0884,권선구
